País de residencia;Tipo de dato;Periodo;Total
Alemania;Acumulado en lo que va de año;2019M03;1.874.993
Alemania;Acumulado en lo que va de año;2019M02;1.065.849
Alemania;Acumulado en lo que va de año;2019M01;517.785
Alemania;Acumulado en lo que va de año;2018M12;11.414.955
Alemania;Acumulado en lo que va de año;2018M11;10.877.929
Alemania;Acumulado en lo que va de año;2018M10;10.302.705
Alemania;Acumulado en lo que va de año;2018M09;9.073.512
Alemania;Acumulado en lo que va de año;2018M08;7.709.915
Alemania;Acumulado en lo que va de año;2018M07;6.448.018
Alemania;Acumulado en lo que va de año;2018M06;5.166.604
Alemania;Acumulado en lo que va de año;2018M05;3.960.010
Alemania;Acumulado en lo que va de año;2018M04;2.779.184
Alemania;Acumulado en lo que va de año;2018M03;1.861.571
Alemania;Acumulado en lo que va de año;2018M02;1.038.339
Alemania;Acumulado en lo que va de año;2018M01;502.305
Alemania;Acumulado en lo que va de año;2017M12;11.897.376
Alemania;Acumulado en lo que va de año;2017M11;11.415.985
Alemania;Acumulado en lo que va de año;2017M10;10.823.309
Alemania;Acumulado en lo que va de año;2017M09;9.600.211
Alemania;Acumulado en lo que va de año;2017M08;8.195.264
Alemania;Acumulado en lo que va de año;2017M07;6.853.556
Alemania;Acumulado en lo que va de año;2017M06;5.467.782
Alemania;Acumulado en lo que va de año;2017M05;4.048.308
Alemania;Acumulado en lo que va de año;2017M04;2.857.982
Alemania;Acumulado en lo que va de año;2017M03;1.719.078
Alemania;Acumulado en lo que va de año;2017M02;1.000.369
Alemania;Acumulado en lo que va de año;2017M01;482.184
Alemania;Acumulado en lo que va de año;2016M12;11.208.656
Alemania;Acumulado en lo que va de año;2016M11;10.752.514
Alemania;Acumulado en lo que va de año;2016M10;10.207.080
Alemania;Acumulado en lo que va de año;2016M09;8.926.615
Alemania;Acumulado en lo que va de año;2016M08;7.634.452
Alemania;Acumulado en lo que va de año;2016M07;6.267.949
Alemania;Acumulado en lo que va de año;2016M06;4.971.694
Alemania;Acumulado en lo que va de año;2016M05;3.749.239
Alemania;Acumulado en lo que va de año;2016M04;2.557.048
Alemania;Acumulado en lo que va de año;2016M03;1.690.515
Alemania;Acumulado en lo que va de año;2016M02;952.895
Alemania;Acumulado en lo que va de año;2016M01;469.017
Alemania;Acumulado en lo que va de año;2015M12;""
Alemania;Acumulado en lo que va de año;2015M11;""
Alemania;Acumulado en lo que va de año;2015M10;""
Alemania;Tasa de variación acumulada;2023M05;14,98
Alemania;Tasa de variación acumulada;2023M04;17,68
Alemania;Tasa de variación acumulada;2023M03;29,84
Alemania;Tasa de variación acumulada;2023M02;47,17
Alemania;Tasa de variación acumulada;2023M01;69,59
Alemania;Tasa de variación acumulada;2022M12;87,54
Alemania;Tasa de variación acumulada;2022M11;93,88
Alemania;Tasa de variación acumulada;2022M10;103,24
Alemania;Tasa de variación acumulada;2022M09;127,69
Alemania;Tasa de variación acumulada;2022M08;157,18
Alemania;Tasa de variación acumulada;2022M07;190,95
Alemania;Tasa de variación acumulada;2022M06;272,76
Alemania;Tasa de variación acumulada;2022M05;381,21
Alemania;Tasa de variación acumulada;2022M04;575,54
Alemania;Tasa de variación acumulada;2022M03;564,60
Alemania;Tasa de variación acumulada;2022M02;662,98
Alemania;Tasa de variación acumulada;2022M01;451,61
Alemania;Tasa de variación acumulada;2021M12;117,81
Alemania;Tasa de variación acumulada;2021M11;108,10
Alemania;Tasa de variación acumulada;2021M10;93,71
Alemania;Tasa de variación acumulada;2021M09;57,96
Alemania;Tasa de variación acumulada;2021M08;24,29
Alemania;Tasa de variación acumulada;2021M07;6,68
Alemania;Tasa de variación acumulada;2021M06;-11,96
Alemania;Tasa de variación acumulada;2021M05;-48,09
Alemania;Tasa de variación acumulada;2021M04;-74,15
Alemania;Tasa de variación acumulada;2021M03;-85,19
Alemania;Tasa de variación acumulada;2021M02;-91,43
Alemania;Tasa de variación acumulada;2021M01;-89,65
Alemania;Tasa de variación acumulada;2020M12;-78,57
Alemania;Tasa de variación acumulada;2020M11;-78,35
Alemania;Tasa de variación acumulada;2020M10;-77,88
Alemania;Tasa de variación acumulada;2020M09;-76,04
Alemania;Tasa de variación acumulada;2020M08;-73,24
Alemania;Tasa de variación acumulada;2020M07;-73,15
Alemania;Tasa de variación acumulada;2020M06;-74,96
Alemania;Tasa de variación acumulada;2020M05;-67,77
Alemania;Tasa de variación acumulada;2020M04;-55,90
Alemania;Tasa de variación acumulada;2020M03;-30,67
Alemania;Tasa de variación acumulada;2020M02;-3,66
Alemania;Tasa de variación acumulada;2020M01;-4,65
Alemania;Tasa de variación acumulada;2019M12;-2,25
Alemania;Tasa de variación acumulada;2019M11;-1,98
Alemania;Tasa de variación acumulada;2019M10;-2,03
Alemania;Tasa de variación acumulada;2019M09;-1,17
Alemania;Tasa de variación acumulada;2019M08;-0,10
Alemania;Tasa de variación acumulada;2019M07;1,92
Alemania;Tasa de variación acumulada;2019M06;3,14
Alemania;Tasa de variación acumulada;2019M05;1,85
Alemania;Tasa de variación acumulada;2019M04;6,07
Alemania;Tasa de variación acumulada;2019M03;0,72
Alemania;Tasa de variación acumulada;2019M02;2,65
Alemania;Tasa de variación acumulada;2019M01;3,08
Alemania;Tasa de variación acumulada;2018M12;-4,05
Alemania;Tasa de variación acumulada;2018M11;-4,71
Alemania;Tasa de variación acumulada;2018M10;-4,81
Alemania;Tasa de variación acumulada;2018M09;-5,49
Alemania;Tasa de variación acumulada;2018M08;-5,92
Alemania;Tasa de variación acumulada;2018M07;-5,92
Alemania;Tasa de variación acumulada;2018M06;-5,51
Alemania;Tasa de variación acumulada;2018M05;-2,18
Alemania;Tasa de variación acumulada;2018M04;-2,76
Alemania;Tasa de variación acumulada;2018M03;8,29
Alemania;Tasa de variación acumulada;2018M02;3,80
Alemania;Tasa de variación acumulada;2018M01;4,17
Alemania;Tasa de variación acumulada;2017M12;6,14
Alemania;Tasa de variación acumulada;2017M11;6,17
Alemania;Tasa de variación acumulada;2017M10;6,04
Alemania;Tasa de variación acumulada;2017M09;7,55
Alemania;Tasa de variación acumulada;2017M08;7,35
Alemania;Tasa de variación acumulada;2017M07;9,34
Alemania;Tasa de variación acumulada;2017M06;9,98
Alemania;Tasa de variación acumulada;2017M05;7,98
Alemania;Tasa de variación acumulada;2017M04;11,77
Alemania;Tasa de variación acumulada;2017M03;1,69
Alemania;Tasa de variación acumulada;2017M02;4,98
Alemania;Tasa de variación acumulada;2017M01;2,81
Alemania;Tasa de variación acumulada;2016M12;6,85
Alemania;Tasa de variación acumulada;2016M11;6,58
Alemania;Tasa de variación acumulada;2016M10;6,56
Alemania;Tasa de variación acumulada;2016M09;4,89
Alemania;Tasa de variación acumulada;2016M08;5,55
Alemania;Tasa de variación acumulada;2016M07;6,71
Alemania;Tasa de variación acumulada;2016M06;6,92
Alemania;Tasa de variación acumulada;2016M05;4,94
Alemania;Tasa de variación acumulada;2016M04;5,26
Alemania;Tasa de variación acumulada;2016M03;6,98
Alemania;Tasa de variación acumulada;2016M02;3,65
Alemania;Tasa de variación acumulada;2016M01;-0,51
Alemania;Tasa de variación acumulada;2015M12;""
Alemania;Tasa de variación acumulada;2015M11;""
Alemania;Tasa de variación acumulada;2015M10;""
Bélgica;Dato base;2023M05;238.206
Bélgica;Dato base;2023M04;249.002
Bélgica;Dato base;2023M03;156.118
Bélgica;Dato base;2023M02;120.574
Bélgica;Dato base;2023M01;136.035
Bélgica;Dato base;2022M12;133.634
Bélgica;Dato base;2022M11;141.745
Bélgica;Dato base;2022M10;221.570
Bélgica;Dato base;2022M09;281.751
Bélgica;Dato base;2022M08;302.063
Bélgica;Dato base;2022M07;421.294
Bélgica;Dato base;2022M06;213.015
Bélgica;Dato base;2022M05;199.090
Bélgica;Dato base;2022M04;230.930
Bélgica;Dato base;2022M03;144.268
Bélgica;Dato base;2022M02;120.461
Bélgica;Dato base;2022M01;103.568
Bélgica;Dato base;2021M12;131.835
Bélgica;Dato base;2021M11;150.687
Bélgica;Dato base;2021M10;207.983
Bélgica;Dato base;2021M09;236.285
Bélgica;Dato base;2021M08;238.814
Bélgica;Dato base;2021M07;257.589
Bélgica;Dato base;2021M06;102.035
Bélgica;Dato base;2021M05;69.112
Bélgica;Dato base;2021M04;24.223
Bélgica;Dato base;2021M03;12.509
Bélgica;Dato base;2021M02;9.049
Bélgica;Dato base;2021M01;23.971
Bélgica;Dato base;2020M12;37.902
Bélgica;Dato base;2020M11;27.709
Bélgica;Dato base;2020M10;39.997
Bélgica;Dato base;2020M09;39.491
Bélgica;Dato base;2020M08;118.043
Bélgica;Dato base;2020M07;153.256
Bélgica;Dato base;2020M06;10.225
Bélgica;Dato base;2020M05;0
Bélgica;Dato base;2020M04;0
Bélgica;Dato base;2020M03;65.045
Bélgica;Dato base;2020M02;133.042
Bélgica;Dato base;2020M01;118.701
Bélgica;Dato base;2019M12;129.864
Bélgica;Dato base;2019M11;139.559
Bélgica;Dato base;2019M10;183.385
Bélgica;Dato base;2019M09;267.754
Bélgica;Dato base;2019M08;306.038
Bélgica;Dato base;2019M07;385.358
Bélgica;Dato base;2019M06;245.796
Bélgica;Dato base;2019M05;204.034
Bélgica;Dato base;2019M04;242.254
Bélgica;Dato base;2019M03;178.684
Bélgica;Dato base;2019M02;122.700
Bélgica;Dato base;2019M01;120.461
Bélgica;Dato base;2018M12;115.299
Bélgica;Dato base;2018M11;138.519
Bélgica;Dato base;2018M10;196.418
Bélgica;Dato base;2018M09;258.322
Bélgica;Dato base;2018M08;298.838
Bélgica;Dato base;2018M07;397.051
Bélgica;Dato base;2018M06;226.520
Bélgica;Dato base;2018M05;213.616
Bélgica;Dato base;2018M04;249.303
Bélgica;Dato base;2018M03;156.116
Bélgica;Dato base;2018M02;123.761
Bélgica;Dato base;2018M01;131.383
Bélgica;Dato base;2017M12;122.783
Bélgica;Dato base;2017M11;132.832
Bélgica;Dato base;2017M10;197.532
Bélgica;Dato base;2017M09;281.477
Bélgica;Dato base;2017M08;301.614
Bélgica;Dato base;2017M07;422.876
Bélgica;Dato base;2017M06;206.755
Bélgica;Dato base;2017M05;229.497
Bélgica;Dato base;2017M04;218.630
Bélgica;Dato base;2017M03;137.961
Bélgica;Dato base;2017M02;112.805
Bélgica;Dato base;2017M01;109.958
Bélgica;Dato base;2016M12;102.695
Bélgica;Dato base;2016M11;128.386
Bélgica;Dato base;2016M10;170.744
Bélgica;Dato base;2016M09;216.837
Bélgica;Dato base;2016M08;315.018
Bélgica;Dato base;2016M07;417.082
Bélgica;Dato base;2016M06;199.187
Bélgica;Dato base;2016M05;201.928
Bélgica;Dato base;2016M04;174.938
Bélgica;Dato base;2016M03;148.582
Bélgica;Dato base;2016M02;116.367
Bélgica;Dato base;2016M01;109.863
Bélgica;Dato base;2015M12;103.653
Bélgica;Dato base;2015M11;121.438
Bélgica;Dato base;2015M10;156.458
Bélgica;Tasa de variación anual;2023M05;19,65
Bélgica;Tasa de variación anual;2023M04;7,83
Bélgica;Tasa de variación anual;2023M03;8,21
Bélgica;Tasa de variación anual;2023M02;0,09
Bélgica;Tasa de variación anual;2023M01;31,35
Bélgica;Tasa de variación anual;2022M12;1,36
Bélgica;Tasa de variación anual;2022M11;-5,93
Bélgica;Tasa de variación anual;2022M10;6,53
Bélgica;Tasa de variación anual;2022M09;19,24
Bélgica;Tasa de variación anual;2022M08;26,48
Bélgica;Tasa de variación anual;2022M07;63,55
Bélgica;Tasa de variación anual;2022M06;108,77
Bélgica;Tasa de variación anual;2022M05;188,07
Bélgica;Tasa de variación anual;2022M04;853,35
Bélgica;Tasa de variación anual;2022M03;1.053,33
Bélgica;Tasa de variación anual;2022M02;1.231,27
Bélgica;Tasa de variación anual;2022M01;332,06
Bélgica;Tasa de variación anual;2021M12;247,83
Bélgica;Tasa de variación anual;2021M11;443,81
Bélgica;Tasa de variación anual;2021M10;420,00
Bélgica;Tasa de variación anual;2021M09;498,33
Bélgica;Tasa de variación anual;2021M08;102,31
Bélgica;Tasa de variación anual;2021M07;68,08
Bélgica;Tasa de variación anual;2021M06;897,90
Bélgica;Tasa de variación anual;2021M05;..
Bélgica;Tasa de variación anual;2021M04;..
Bélgica;Tasa de variación anual;2021M03;-80,77
Bélgica;Tasa de variación anual;2021M02;-93,20
Bélgica;Tasa de variación anual;2021M01;-79,81
Bélgica;Tasa de variación anual;2020M12;-70,81
Bélgica;Tasa de variación anual;2020M11;-80,15
Bélgica;Tasa de variación anual;2020M10;-78,19
Bélgica;Tasa de variación anual;2020M09;-85,25
Bélgica;Tasa de variación anual;2020M08;-61,43
Bélgica;Tasa de variación anual;2020M07;-60,23
Bélgica;Tasa de variación anual;2020M06;-95,84
Bélgica;Tasa de variación anual;2020M05;-100,00
Bélgica;Tasa de variación anual;2020M04;-100,00
Bélgica;Tasa de variación anual;2020M03;-63,60
Bélgica;Tasa de variación anual;2020M02;8,43
Bélgica;Tasa de variación anual;2020M01;-1,46
Bélgica;Tasa de variación anual;2019M12;12,63
Bélgica;Tasa de variación anual;2019M11;0,75
Bélgica;Tasa de variación anual;2019M10;-6,64
Bélgica;Tasa de variación anual;2019M09;3,65
Bélgica;Tasa de variación anual;2019M08;2,41
Bélgica;Tasa de variación anual;2019M07;-2,95
Bélgica;Tasa de variación anual;2019M06;8,51
Bélgica;Tasa de variación anual;2019M05;-4,49
Bélgica;Tasa de variación anual;2019M04;-2,83
Bélgica;Tasa de variación anual;2019M03;14,46
Bélgica;Tasa de variación anual;2019M02;-0,86
Bélgica;Tasa de variación anual;2019M01;-8,31
Bélgica;Tasa de variación anual;2018M12;-6,10
Bélgica;Tasa de variación anual;2018M11;4,28
Bélgica;Tasa de variación anual;2018M10;-0,56
Bélgica;Tasa de variación anual;2018M09;-8,23
Bélgica;Tasa de variación anual;2018M08;-0,92
Bélgica;Tasa de variación anual;2018M07;-6,11
Bélgica;Tasa de variación anual;2018M06;9,56
Bélgica;Tasa de variación anual;2018M05;-6,92
Bélgica;Tasa de variación anual;2018M04;14,03
Bélgica;Tasa de variación anual;2018M03;13,16
Bélgica;Tasa de variación anual;2018M02;9,71
Bélgica;Tasa de variación anual;2018M01;19,48
Bélgica;Tasa de variación anual;2017M12;19,56
Bélgica;Tasa de variación anual;2017M11;3,46
Bélgica;Tasa de variación anual;2017M10;15,69
Bélgica;Tasa de variación anual;2017M09;29,81
Bélgica;Tasa de variación anual;2017M08;-4,26
Bélgica;Tasa de variación anual;2017M07;1,39
Bélgica;Tasa de variación anual;2017M06;3,80
Bélgica;Tasa de variación anual;2017M05;13,65
Bélgica;Tasa de variación anual;2017M04;24,98
Bélgica;Tasa de variación anual;2017M03;-7,15
Bélgica;Tasa de variación anual;2017M02;-3,06
Bélgica;Tasa de variación anual;2017M01;0,09
Bélgica;Tasa de variación anual;2016M12;-0,92
Bélgica;Tasa de variación anual;2016M11;5,72
Bélgica;Tasa de variación anual;2016M10;9,13
Bélgica;Tasa de variación anual;2016M09;-6,39
Bélgica;Tasa de variación anual;2016M08;2,75
Bélgica;Tasa de variación anual;2016M07;3,65
Bélgica;Tasa de variación anual;2016M06;-0,51
Bélgica;Tasa de variación anual;2016M05;10,32
Bélgica;Tasa de variación anual;2016M04;-13,57
Bélgica;Tasa de variación anual;2016M03;21,30
Bélgica;Tasa de variación anual;2016M02;3,63
Bélgica;Tasa de variación anual;2016M01;12,49
Bélgica;Tasa de variación anual;2015M12;2,94
Bélgica;Tasa de variación anual;2015M11;2,95
Bélgica;Tasa de variación anual;2015M10;-8,39
Bélgica;Acumulado en lo que va de año;2023M05;899.936
Bélgica;Acumulado en lo que va de año;2023M04;661.730
Bélgica;Acumulado en lo que va de año;2023M03;412.728
Bélgica;Acumulado en lo que va de año;2023M02;256.609
Bélgica;Acumulado en lo que va de año;2023M01;136.035
Bélgica;Acumulado en lo que va de año;2022M12;2.513.389
Bélgica;Acumulado en lo que va de año;2022M11;2.379.755
Bélgica;Acumulado en lo que va de año;2022M10;2.238.010
Bélgica;Acumulado en lo que va de año;2022M09;2.016.440
Bélgica;Acumulado en lo que va de año;2022M08;1.734.689
Bélgica;Acumulado en lo que va de año;2022M07;1.432.626
Bélgica;Acumulado en lo que va de año;2022M06;1.011.332
Bélgica;Acumulado en lo que va de año;2022M05;798.318
Bélgica;Acumulado en lo que va de año;2022M04;599.227
Bélgica;Acumulado en lo que va de año;2022M03;368.297
Bélgica;Acumulado en lo que va de año;2022M02;224.029
Bélgica;Acumulado en lo que va de año;2022M01;103.568
Bélgica;Acumulado en lo que va de año;2021M12;1.464.091
Bélgica;Acumulado en lo que va de año;2021M11;1.332.257
Bélgica;Acumulado en lo que va de año;2021M10;1.181.569
Bélgica;Acumulado en lo que va de año;2021M09;973.586
Bélgica;Acumulado en lo que va de año;2021M08;737.301
Bélgica;Acumulado en lo que va de año;2021M07;498.486
Bélgica;Acumulado en lo que va de año;2021M06;240.898
Bélgica;Acumulado en lo que va de año;2021M05;138.863
Bélgica;Acumulado en lo que va de año;2021M04;69.751
Bélgica;Acumulado en lo que va de año;2021M03;45.528
Bélgica;Acumulado en lo que va de año;2021M02;33.019
Bélgica;Acumulado en lo que va de año;2021M01;23.971
Bélgica;Acumulado en lo que va de año;2020M12;743.411
Bélgica;Acumulado en lo que va de año;2020M11;705.509
Bélgica;Acumulado en lo que va de año;2020M10;677.800
