NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL
Museo del Prado,Descripción no disponible,"De lunes a sábado, de 10 a 20 horas. Domingos y festivos, de 10 a 19 horas. Cerrado los días 1 de enero, 1 de mayo y 25 de diciembre. Horario reducido, de 10 a 14 horas (6 de enero y 24 y 31 de diciembre).  Horario de gratuidad:  De lunes a sábado, de 18 a 20 horas. Domingos y festivos, de 17 a 19 horas.  Acceso al Museo hasta 30 minutos antes del cierre.",Equipamiento no disponible,"Metro: Estación del Arte (línea 1), Banco de España (línea 2).  Bus: 001, 10, 14, 27, 34, 37, 45, C03.  Cercanías Renfe: Atocha (líneas C1, C2, C3, C4, C5, C7 y C10).  Bicimad: Estaciones 68 (calle Espalter, 1), 27 (calle Jesús, 1).","['Accesible', 'Lengua de signos', 'Bucle de inducción magnético']",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=060079262ef5d010VgnVCM1000000b205a0aRCRD,PRADO,PASEO,V,27,MADRID,MADRID,28014,CORTES,CENTRO,441058,4474164,40.41398191337691,-3.692164652993688,910 683 001,cav@museodelprado.es
Museo del Reloj Grassy,Arquitecto: Eladio Laredo Carranza (1916 - 1917).,Visitas guiadas:   Miércoles 12 horas. Jueves 17:30 horas.,Equipamiento no disponible,"Metro: Banco de España (línea 2), Sevilla (línea 2), Gran Vía (Líneas 1 y 5).  Bus: 002, 15, 150, 20, 5, 53, 9, 51, 001, 1, 146, 2, 3, 46, 74, 52.  Bicimad: Estación 28 (calle Alcalá, 27).  Aparcamiento: Plaza del Rey (54).",['Sin información sobre accesibilidad para personas con movilidad reducida'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=daeaef4d7f71c010VgnVCM1000000b205a0aRCRD,GRAN VIA,CALLE,V,1.0,MADRID,MADRID,28013,CORTES,CENTRO,440779,4474514,40.41914770731552,-3.69806583195521,915 321 007,info@grassy.es
Museo del Romanticismo,Descripción no disponible,"Horario de invierno (de noviembre a abril): De martes a sábado: de 9:30 a 18:30. Domingos y festivos: de 10 a 15 horas.  Horario de verano (de mayo a octubre): De martes a sábado: de 9:30 a 20:30. Domingos y festivos: de 10 a 15 horas.  Cerrado: Todos los lunes, 1 y 6 enero, 1 mayo, 9 noviembre, 24, 25 y 31 diciembre.",Equipamiento no disponible,"Metro: Tribunal (líneas 1 y 10), Alonso Martínez (líneas 4, 5 y 10).  Bus: 37, 149, 40, 3.  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10 y Regional).  Bicimad: Estaciones 7 (calle Hortaleza, 75), 54 (calle Barceló, 7).  Aparcamiento: Barceló (69) calle Barceló, s/n; Aparcamiento Escuelas de San Antón (91).","['Accesible', 'Bucle de inducción magnético']",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=706cef4d7f71c010VgnVCM1000000b205a0aRCRD,SAN MATEO,CALLE,V,13.0,MADRID,MADRID,28004,JUSTICIA,CENTRO,440725,4475259,40.42585510296794,-3.698783542596306,914 481 045 / 914 480 163,informacion.romanticismo@cultura.gob.es
Museo del Seguro. Fundación Mapfre,Descripción no disponible,De lunes a viernes de 9 a 17 horas. Cerrado festivos y mes de agosto.  Visitas en grupo previa reserva en su página web.,Equipamiento no disponible,"Metro: Colón (línea 4).  Bus: 37, 14, 150, 27, 45, 5, 53, C03.  Cercanías Renfe: Recoletos (Líneas C1, C2, C7, C10 y Regional).  Bicimad: Estaciones 26 (plaza de las Salesas, 7), 94 (paseo Recoletos, 20), 10 (calle Marqués de la Ensenada, 16).  Aparcamientos: Garaje Piamonte (96), calle Piamonte, 16; Colón (2), plaza de Colón; Villa de Paríz (67) plaza Villa de París.",['Sin información sobre accesibilidad para personas con movilidad reducida'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=479b95f8c72d5310VgnVCM2000000c205a0aRCRD,BARBARA DE BRAGANZA,CALLE,V,14.0,MADRID,MADRID,28004,JUSTICIA,CENTRO,441273,4474967,40.42326651196485,-3.692277196470883,No disponible,Email no disponible
Museo del Traje. Centro de Investigación del Patrimonio Etnológico (CIPE),"Edificio de carácter monumental, construido por Jaime López de Asiaín en 1969.","Salas de exposiciones   Martes a sábado, de 9:30 a 19:00 horas. Domingos y festivos, de 10 a 15:00 horas.  La taquilla finaliza su actividad de venta de entradas 30 minutos antes de la hora del cierre de la exposición.  Noches de verano - Verano en el Museo   Los jueves de julio y agosto, apertura extraordinaria: 19:30 - 22:30 horas.",Equipamiento no disponible,"Metro: Ciudad Universitaria (línea 6).  Bus: 160, 161, 46, U, 132, 82, G, 133, 162, 83.  Bicimad: Estación 257 (avenida Juan Herrera frente a la calle Paul Guinard).","['Accesible', 'Lengua de signos', 'Bucle de inducción magnético']",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=053c4291ae91f010VgnVCM2000000c205a0aRCRD,JUAN DE HERRERA,AVENIDA,V,2.0,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,438273,4476811,40.43966478861165,-3.727822373257623,915 504 700,Email no disponible
Palacio Real de El Pardo,"Recinto en el que se conserva el Palacio, construido sobre el castillo del siglo XV, la Casita del Príncipe, del siglo XVIII y la Quinta del Duque de Arco (Palacete que fue Casa de Labor y sus tierras). Desde 1983 ha sido adecuado para residencia de Jefes de Estado extranjeros en visita oficial.","Martes a domingo, de 10 a 18 horas.","Casa del Príncipe Don Carlos, reserva previa en teléfono 913 761 500.",Bus: 601 (Madrid - Colonia Mingorrubio),['Accesible'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f9def4d7f71c010VgnVCM1000000b205a0aRCRD,MANUEL ALONSO,CALLE,V,8.0,MADRID,MADRID,28048,EL PARDO,FUENCARRAL-EL PARDO,434247,4485823,40.52053578669452,-3.776226000997508,913 76 15 00,info@patrimonionacional.es
Palacio Real de Madrid,"Construido sobre el solar del antiguo Alcázar tras un incendio en 1734. Proyectado por Juvara en 1735 y construido por Sachet de 1738 a 1764 bajo las influencias del clasicismo barroco. A partir de 1770, Sabatini añadió el ala sudeste y realizó la gran escalera. Es de destacar el gran patio que articula el edificio y la fachada principal que aloja el balcón y Escudo Real.","Lunes a sábado, de 10 a 18 horas. Domingos, de 10 a 16 horas (octubre a marzo). Luns a sábado, de 10 a 19 horas. Domingos, de 10 a 16 horas (abril a septiembre).  Para cierres durante el año o motivados por la celebración de actos oficiales o festividad en el municipio consultar la web.  Jardines del Campo del Moro   Todos los días, de 10 a 18 horas.","Relevo solemne de la Guardia en el Palacio Real de Madrid  La Guardia Real realiza este relevo los primeros miércoles de cada mes, a las 12 horas (excepcionalmente puede haber cambios, consultar en http://www.guardiareal.org/. El acto tiene una duración aproximada de 50 minutos, y se desarrolla en la Plaza de la Armería, finalizando con un concierto de la Unidad de Música en la Puerta del Príncipe (calle Bailén). La entrada es libre y gratuita, hasta completar aforo. Se accede por el Arco de Santiago (calle Bailén esquina con Requena). No se celebra en enero, agosto y septiembre, ni cuando coincide con actos oficiales.   Relevo de la Guardia en la Puerta del Príncipe del Palacio Real de Madrid  El acto se lleva a cabo todos los miércoles y sábados del mes, desde las 11 hasta las 14 horas, exceptuando del 19 de junio al 18 de septiembre que será desde las 10 hasta las 12 horas, siempre y cuando los actos oficiales o la climatología lo permitan. Tiene lugar en la calle Bailén.","Metro: Ópera (líneas 2, 5 y Ramal Ópera Norte)  Bus: 3, 25, 39, 148, 46, 62, 75, 138  Cercanías: Príncipe Pío  Bicimad: Estación 36 (Plaza de Ramales, 1)  Aparcamiento: Plaza de España (53), Plaza de España / Calle de Isabel la Católica / Plaza de España (53), Plaza de España",['Accesible'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47ddef4d7f71c010VgnVCM1000000b205a0aRCRD,BAILEN,CALLE,V,0.0,MADRID,MADRID,28013,PALACIO,CENTRO,439540,4474703,40.42075212551193,-3.712699107286406,914 54 87 00,info@patrimonionacional.es
Panteón de España,La construcción de este edificio responde a dos de las constantes de fines de siglo: la arquitectura historicista y la escultura funeraria. En él reposan trece personajes ilustres de la historia política y militar española.,De martes a sábado de 10 a 14 y de 16 a 18:30 horas Domingos y festivos de 10 a 15 horas Cerrado todos los lunes del año,Equipamiento no disponible,"Metro: Estación del Arte (Atocha) (línea 1)  Bus: 10, 14, 24, 32, 37, 54, 57, 141, 26, C1, C2, 102  Renfe: Atocha",['Accesible'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=361cef4d7f71c010VgnVCM1000000b205a0aRCRD,JULIAN GAYARRE,CALLE,V,3.0,MADRID,MADRID,28014,PACIFICO,RETIRO,442012,4473070,40.40622617519116,-3.683413041846525,91 4548800,info@patrimonionacional.es
Parroquia Santa Cruz,Descripción no disponible,"SANTA MISA Diario: 9, 11.30 y  20h. Miércoles (Julio y Agosto): 9, 11, 12.30, 18 y 20h. Domingos y preceptos:10, 11.30, 13 y 20h. VISITA EL TEMPLO Diario: de 8.30 a 13h y de 17 a 21h. Miércoles (Julio y Agosto): de 8 a 14h y de 17 a 21h. Domingos y preceptos: de 9.30 a 14h y de 17 a 21h.",Equipamiento no disponible,"Metro: Sol (líneas 1, 2 y 3), Tirso de Molina (línea 1).  Bus: 50, SE712, 26, 32, 6, 65, 18, 23, 17, 002, M1, 31.  Cercanías Renfe: Sol (líneas C3, C4 y Regional).  Bicimad: Estaciones 32 (plaza de la Provincia, 1), 34 (plaza de Jacinto Benavente), 40 (plaza del Conde Romanones, 9).  Aparcamientos: Plaza Mayor (55) y Jacinto Benavente (15) plaza Jacinto Benavente.",['Sin información sobre accesibilidad para personas con movilidad reducida'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40e0b069a541f010VgnVCM1000000b205a0aRCRD,ATOCHA,CALLE,V,6.0,MADRID,MADRID,28012,SOL,CENTRO,440165,4474015,40.41461498641368,-3.7052543046190265,913 691 239,santacruz@archimadrid.es
Planetario de Madrid,"Inaugurado el 29 de septiembre de 1986, es un centro dependiente del Área de Cultura, Turismo y Deporte del Ayuntamiento de Madrid. Durante los años 2016/2017 fue sometido a una profunda renovación tanto tecnológica como de las instalaciones y edificio, posible en virtud de un acuerdo de colaboración entre el Ayuntamiento de Madrid y la Obra Social &amp;ldquo;la Caixa&amp;rdquo; &amp;ndash; que incluye dotación de contenidos, renovación de exposiciones y la realización de actividades varias en el campo de la divulgación científica. Siempre con el fin de contribuir a la difusión de la astronomía y de la ciencia en general, tanto entre escolares como entre el público de cualquier edad y condición, posee una variada oferta de proyecciones audiovisuales, exposiciones y actividades (talleres, cursos, conferencias, observaciones públicas...). Las proyecciones que se ofrecen en el Planetario de Madrid se renuevan periódicamente y tienen una duración aproximada de 30 minutos. Existen dos programaciones básicas diferentes: una activa durante el verano y época de vacaciones escolares, y otra durante el curso escolar. Durante el curso escolar, las proyecciones de las mañanas de los días lectivos se reservan a escolares.   Video de presentación del centro  Planetario en  Google Maps","Horario del centro (hasta 15 septiembre): De martes a domingo, de 10:30 a 13:45 h y de 17 a 19:45 h.     Cerrado: Todos los lunes del año. Días 1 y 6 de enero; 1 de mayo; 24, 25 y 31 de diciembre.   Horario de proyecciones .","Sala de Proyección. Planta calle. Para acceder a ella es necesario adquirir una entrada.   Cuatro áreas expositivas de acceso gratuito, distribuidas en dos plantas:   Sala de Astrónomos. Planta baja. Vestíbulo de la planta baja. Vestíbulo de la planta calle. Zona Audiovisual con pantalla de retroproyección. Planta calle.      Sala de Video. Planta baja, en donde se desarrollan los talleres ofertados.","Metro: Méndez Álvaro (línea 6). Bus: 148, 156. BICIMAD: Estación 177 (Calle Bolívar 3).  Planetario en  Google Maps","['Accesible', 'Bucle de inducción magnético']",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c5b069a541f010VgnVCM1000000b205a0aRCRD,PLANETARIO,AVENIDA,V,16.0,MADRID,MADRID,28045,LEGAZPI,ARGANZUELA,441868,4471523,40.39227999954005,-3.684956957448299,"914 673 461 (reserva grupos)                                                                                                                                                                                                                                                                                                                                                                                                                                               
914 673 898 (contestador automático de información)",buzon@planetmad.es
Real Basílica San Francisco el Grande,"Conjunto conventual que sustituyó al monasterio franciscano medieval, construido por Francisco de las Cabezas entre 1761 y 1768, que fue relevado por Antonio Polo y que concluye Francisco Sabatini en 1784 donde se exponen colecciones de pinturas de los siglos XVII al XIX.","Visita Guiada Museo:    De martes a sábado de 10:30 a 13:30 y de 16 a 17:30 horas.  Julio, agosto y septiembre: de martes a viernes de 10:30 a 14:30 horas.",Equipamiento no disponible,"Metro: La Latina (línea 5), Puerta de Toledo (línea 5).  Bus: 148, 3, 60.  Bicimad: Estación 37 (Plaza San Francisco, 5).  Aparcamiento: Parking VOT (97), Ventosa.",['Accesible'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef8d0713fb71c010VgnVCM1000000b205a0aRCRD,SAN BUENAVENTURA,CALLE,V,1.0,MADRID,MADRID,28005,PALACIO,CENTRO,439377,4473603,40.41084698628934,-3.714492963837602,913 653 800,Email no disponible
Real Fábrica de Tapices,Descripción no disponible,"Lunes a viernes, de 10 a 14 horas.",Equipamiento no disponible,"Metro: Menéndez Pelayo (línea 1).  Bus: 10, 14, 26, 32, C1, C2, 141, 24, 37, 54, 57, 152.  Bicimad: Estación 79 (avenida de menéndez Pelayo, 38).  Cercanías Renfe: Atocha (líneas C1, C2, C3, C4, C4a, C4b, C5, C7, C10 y Regional).",['Sin información sobre accesibilidad para personas con movilidad reducida'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53cbff632081c010VgnVCM1000000b205a0aRCRD,FUENTERRABIA,CALLE,V,2.0,MADRID,MADRID,28014,PACIFICO,RETIRO,442087,4473054,40.406094596697045,-3.68250921302324,914 340 550,informacion@realfabricadetapices.com
Real Monasterio de Santa Isabel,"El Real Monasterio de Santa Isabel está situado en Madrid, dentro de la ciudad histórica, en una gran manzana, próxima a Atocha. Santa Isabel agrupa dos fundaciones, un colegio de niñas, establecido por Felipe II, y un convento de clausura de monjas agustinas recoletas, fundado por la esposa de Felipe III, doña Margarita de Austria. La arquitectura de la iglesia se debe a Gómez de Mora, de mediados del siglo XVIII. En la clausura se conservan numerosas obras pictóricas de los siglos XVII y XVIII.",El acceso al templo sólo es posible en horario de culto.,Equipamiento no disponible,"Metro: Estación del Arte (Atocha) (línea 1)  Bus: 26, 32, 6, 27, 34, C1  Renfe: Atocha",['Sin información sobre accesibilidad para personas con movilidad reducida'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=545b544a249c6110VgnVCM1000000b205a0aRCRD,SANTA ISABEL,CALLE,V,48.0,MADRID,MADRID,28012,EMBAJADORES,CENTRO,440926,4473438,40.409468201532654,-3.696232255860979,915 39 37 20,info@patrimonionacional.es
Real Monasterio de la Encarnación,"Edificio construído por Juan Gómez de Mora de 1611 a 1616 como monasterio anejo al Alcázar Real, modelo de lo que se ha dado en llamar barroco madrileño. Cuenta con la reliquia de San Pantaleón.","Martes a sábado, de 10 a 14 y de 16 a 18:30 horas, Domingos y festivos, de 10 a 15 horas.",Equipamiento no disponible,"Metro: Ópera (líneas 2, 5 y Ramal Ópera Príncipe Pío), Plaza de España (líneas 3, 10)  Bus: 3, 25, 39, 148, 46, 62, 75  Bicimad: Estación 25 a y b (Plaza Celenque, 1)  Aparcamiento: Calle de Isabel la Católica",['Sin información sobre accesibilidad para personas con movilidad reducida'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=72ad0713fb71c010VgnVCM1000000b205a0aRCRD,ENCARNACION,PLAZA,V,1.0,MADRID,MADRID,28013,PALACIO,CENTRO,439634,4474582,40.4196839293774,-3.711560958403125,914 54 88 00,info@patrimonionacional.es
Real Monasterio de las Descalzas Reales,"Convento fundado por la Princesa Juana de Austria, transformando un antiguo palacio de su madre Isabel de Portugal.","Martes a sábado, de 10 a 14 y de 16 a 18:30 horas. Domingos y festivos, de 10 a 15 horas. Solo visitas guiadas.",Equipamiento no disponible,"Metro: Ópera (líneas 2, 5 y Ramal Ópera-Príncipe Pío).  Bus: SE712  Bicimad: Estación 25 a y b (Plaza de Celenque)  Aparcamiento: Descalzas (20), Plaza Descalzas y Plaza San Martín / El Corte Inglés Preciados (93), Calle Preciados",['Sin información sobre accesibilidad para personas con movilidad reducida'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12e113db5b71c010VgnVCM1000000b205a0aRCRD,DESCALZAS,PLAZA,V,3.0,MADRID,MADRID,28013,SOL,CENTRO,440087,4474418,40.4182401043926,-3.7062038988539383,914 54 88 00,info@patrimonionacional.es
Templo de Debod,"Templo egipcio dedicado a Amón de Debod y a Isis, construido entre 185 AC y el siglo I de la Era. Fue donado por Egipto a España en 1968, en agradecimiento por la ayuda en el salvamento de los templos de Abu Simbel.  Egyptian temple dedicated to Amun of Debod and Isis. It was built between 185 BC and the 1st century. It was donated by Egypt to Spain in 1968 for its help in the rescue of the temples of Abu Simbel.","Martes a domingo y festivos, de 10 a 19  horas.  Cerrado todos los lunes (incluidos lunes festivos) y los días 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre. Último pase de visita 30 minutos antes del cierre. El horario y la apertura de salas pueden sufrir modificaciones. Por favor, confírmelo en el teléfono de información del museo.","Obtención de información sobre sus fondos y colecciones con fines de investigación, enseñanza o difusión.   Se pueden realizar fotografías o grabaciones de vídeo libremente en el exterior o en el interior del templo, siempre y cuando no se utilicen flash o trípode y su fin no sea comercial. Para la obtención de reproducciones de fotografías del archivo del templo de Debod con fines editoriales, de investigación, difusión o comerciales el interesado deberá cumplimentar la solicitud de Reproducciones Fotográficas. La realización de reportajes fotográficos y grabaciones profesionales en el recinto del templo de Debod (estanque delantero, plataformas y edificio) sólo será autorizada cuando los fines para los que se solicita sean la divulgación y difusión cultural del monumento o de las actividades museísticas que en él se desarrollen. Cualquier otra finalidad, gratuita o comercial, será desestimada. El horario de información telefónica y telemática del Templo de Debod es de lunes a viernes de 8 a 15 horas. Fuera de este horario puede utilizar el teléfono gratuito de Línea Madridl 010 (915 298 210, si llama desde fuera de la ciudad de Madrid, con el prefijo 34 si llama desde fuera de España).","Metro: Plaza de España (líneas 3 y 10) y Ventura Rodríguez (línea 3) Bus: 1, 2, 3, 25, 39, 44, 46, 74, 75, 133, 138, 148, C1 y C2 Renfe: Príncipe Pío  Bus turístico: Ruta 1. PARADA 10 - Templo de Debod Otras formas de acceso:   Aparcamiento de coches: dentro del Área de Estacionamiento Regulado de la ciudad de Madrid.  BICIMAD (Servicio público de bicicletas de la ciudad de Madrid): Estación 115 (calle Evaristo San Miguel s/n.,entre Paseo Pintor Rosales y calle Ferraz)","['No accesible', 'Bucle de inducción magnético']",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13b432df1d51c010VgnVCM2000000c205a0aRCRD,FERRAZ,CALLE,V,1.0,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,439218,4475093,40.42425096551599,-3.716531855540272,913 667 415 (Museo de San Isidro / Templo de Debod),templodebod@madrid.es
The Robot Museum (Museo del Robot),Descripción no disponible,"Martes, miércoes y jueves: De 16:20a 19:20.  Viernes:  De 16:20 a 20:20 horas.   Sábados: De 12:20 a 20:20 horas.",Equipamiento no disponible,"Metro: Ruben Darío (línea 5), Nuñez de Balboa (líneas 5 y 9).  Bus: 19, 51, 9, 14, 150, 27, 45, 5, 1, 74.  Bicimad: Estaciones 142 (paseo de la Castellana, 42), 103 (calle José Ortega y Gasset, 4).",['Sin información sobre accesibilidad para personas con movilidad reducida'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0b7b8dc8f719410VgnVCM1000000b205a0aRCRD,SERRANO,CALLE,V,61.0,MADRID,MADRID,28006,CASTELLANA,SALAMANCA,441732,4475957,40.43221485554042,-3.686955142227008,644 326 470,Email no disponible
Yacimiento paleontológico. Estación de Metro Carpetana,"Durante las obras de remodelación de la estación de Carpetana se descubrieron restos paleontológicos con valiosos hallazgos del Mioceno, lo que ha hecho posible una reconstrucción de los paleoambientes en dos yacimientos verticales.","Todos los días durante la apertura de la estación, de 6 a 1:30 horas.",Equipamiento no disponible,"Metro: Carpetana (línea 6).  Bus: 119, 55, 17, 25.",['Accesible'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05fbb57fd3c70410VgnVCM1000000b205a0aRCRD,VIA CARPETANA,CALLE,V,141.0,MADRID,MADRID,28047,VISTA ALEGRE,CARABANCHEL,437086,4471590,40.39254099575156,-3.741302617328605,No disponible,Email no disponible
Zapadores Ciudad del Arte,Descripción no disponible,"Miércoles a domingo, de 12 a 18 horas.",Equipamiento no disponible,Zapadores Ciudad del Arte se encuentra en la zona norte de la ciudad de Madrid en el distrito de Fuencarral-El Pardo. La mejor manera de llegar en transporte público es en tren Cercanias. La parada es FUENCARRAL que está a tres/cuatro paradas de la puerta del Sol y Atocha.,['Sin información sobre accesibilidad para personas con movilidad reducida'],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c30ab3683ea58610VgnVCM2000001f4a900aRCRD,ANTONIO DE CABEZON,CALLE,V,70.0,MADRID,MADRID,28034,VALVERDE,FUENCARRAL-EL PARDO,442223,4483003,40.49572804745456,-3.6818117500732046,No disponible,Email no disponible
